gene_name,cell_type,mean_effect,n_cell_lines
KLRB1,T_cell_CD4,-0.02557,5
KLRC1,T_cell_CD4,0.08542,5
KLRC2,T_cell_CD4,0.16567,5
KLRC3,T_cell_CD4,0.23167,5
KLRC4,T_cell_CD4,0.15141,5
KLRD1,T_cell_CD4,0.0157,5
KLRF1,T_cell_CD4,0.04067,5
KLRF2,T_cell_CD4,0.13668,5
KLRG1,T_cell_CD4,0.05044,5
KLRG2,T_cell_CD4,-0.05438,5
KLRK1,T_cell_CD4,0.128,5
KMO,T_cell_CD4,0.06609,5
KMT2A,T_cell_CD4,-0.11875,5
KMT2B,T_cell_CD4,-0.24432,5
KMT2C,T_cell_CD4,-0.05091,5
KMT2D,T_cell_CD4,-0.50119,5
KMT2E,T_cell_CD4,-0.01867,5
KMT5A,T_cell_CD4,-0.75331,5
KMT5B,T_cell_CD4,-0.02719,5
KMT5C,T_cell_CD4,-0.02013,5
KNCN,T_cell_CD4,-0.05478,5
KNDC1,T_cell_CD4,-0.05568,5
KNG1,T_cell_CD4,-0.12605,5
KNL1,T_cell_CD4,-0.26085,5
KNOP1,T_cell_CD4,0.184,5
KNSTRN,T_cell_CD4,0.01691,5
KNTC1,T_cell_CD4,-0.45067,5
KPNA1,T_cell_CD4,0.08849,5
KPNA2,T_cell_CD4,-0.18864,5
KPNA3,T_cell_CD4,-0.06759,5
KPNA4,T_cell_CD4,-0.13285,5
KPNA5,T_cell_CD4,0.05174,5
KPNA6,T_cell_CD4,-0.22246,5
KPNA7,T_cell_CD4,-0.12924,5
KPNB1,T_cell_CD4,-1.98695,5
KPRP,T_cell_CD4,-0.03354,5
KPTN,T_cell_CD4,-0.05504,5
KRAS,T_cell_CD4,-0.32937,5
KRBA2,T_cell_CD4,-0.21916,5
KRBOX1,T_cell_CD4,-0.14687,5
KRBOX5,T_cell_CD4,-1.70937,5
KRCC1,T_cell_CD4,-0.08747,5
KREMEN1,T_cell_CD4,-0.0336,5
KREMEN2,T_cell_CD4,-0.18651,5
KRI1,T_cell_CD4,-1.18201,5
KRIT1,T_cell_CD4,-0.01305,5
KRR1,T_cell_CD4,-1.54761,5
KRT1,T_cell_CD4,-0.02082,5
KRT10,T_cell_CD4,-0.55781,5
KRT10-AS1,T_cell_CD4,0.01802,5
KRT12,T_cell_CD4,-0.09551,5
KRT13,T_cell_CD4,-0.01215,5
KRT14,T_cell_CD4,-0.02482,5
KRT15,T_cell_CD4,0.00318,5
KRT16,T_cell_CD4,-0.66115,5
KRT17,T_cell_CD4,-1.48295,5
KRT18,T_cell_CD4,-0.92791,5
KRT19,T_cell_CD4,-0.00601,5
KRT2,T_cell_CD4,0.18027,5
KRT20,T_cell_CD4,0.06638,5
KRT222,T_cell_CD4,0.00566,5
KRT23,T_cell_CD4,-0.13619,5
KRT24,T_cell_CD4,0.03568,5
KRT25,T_cell_CD4,-0.16021,5
KRT26,T_cell_CD4,-0.06347,5
KRT27,T_cell_CD4,-0.0347,5
KRT28,T_cell_CD4,-0.1263,5
KRT3,T_cell_CD4,0.16283,5
KRT31,T_cell_CD4,-0.23174,5
KRT32,T_cell_CD4,-0.08888,5
KRT33A,T_cell_CD4,0.02203,5
KRT33B,T_cell_CD4,0.01543,5
KRT34,T_cell_CD4,-0.01477,5
KRT35,T_cell_CD4,-0.08193,5
KRT36,T_cell_CD4,0.15947,5
KRT37,T_cell_CD4,0.10627,5
KRT38,T_cell_CD4,0.16594,5
KRT39,T_cell_CD4,-0.03034,5
KRT4,T_cell_CD4,-0.04513,5
KRT40,T_cell_CD4,0.13631,5
KRT5,T_cell_CD4,-0.06684,5
KRT6A,T_cell_CD4,0.08986,5
KRT6B,T_cell_CD4,0.15831,5
KRT6C,T_cell_CD4,0.18392,5
KRT7,T_cell_CD4,-0.26367,5
KRT71,T_cell_CD4,0.01376,5
KRT72,T_cell_CD4,-0.05164,5
KRT73,T_cell_CD4,-0.03835,5
KRT74,T_cell_CD4,-0.08636,5
KRT75,T_cell_CD4,-0.0521,5
KRT76,T_cell_CD4,-0.00643,5
KRT77,T_cell_CD4,-0.05994,5
KRT78,T_cell_CD4,-0.06792,5
KRT79,T_cell_CD4,-0.14088,5
KRT8,T_cell_CD4,-2.30801,5
KRT80,T_cell_CD4,-0.16151,5
KRT81,T_cell_CD4,-0.01915,5
KRT82,T_cell_CD4,0.08953,5
KRT83,T_cell_CD4,-0.03458,5
KRT84,T_cell_CD4,0.06282,5
KRT85,T_cell_CD4,0.01747,5
KRT86,T_cell_CD4,-0.0505,5
KRT9,T_cell_CD4,-0.03512,5
KRTAP1-1,T_cell_CD4,-0.02815,5
KRTAP1-4,T_cell_CD4,0.06031,5
KRTAP1-5,T_cell_CD4,0.20214,5
KRTAP10-1,T_cell_CD4,-0.21124,5
KRTAP10-10,T_cell_CD4,0.198,5
KRTAP10-11,T_cell_CD4,-0.33501,5
KRTAP10-2,T_cell_CD4,0.0897,5
KRTAP10-3,T_cell_CD4,-0.12547,5
KRTAP10-5,T_cell_CD4,0.05507,5
KRTAP10-8,T_cell_CD4,-0.03186,5
KRTAP10-9,T_cell_CD4,-0.36619,5
KRTAP11-1,T_cell_CD4,0.13954,5
KRTAP12-1,T_cell_CD4,-0.06775,5
KRTAP12-2,T_cell_CD4,0.14495,5
KRTAP12-3,T_cell_CD4,-0.02253,5
KRTAP12-4,T_cell_CD4,-0.00765,5
KRTAP13-1,T_cell_CD4,-0.14794,5
KRTAP13-2,T_cell_CD4,0.04978,5
KRTAP13-3,T_cell_CD4,-0.02337,5
KRTAP13-4,T_cell_CD4,-0.1088,5
KRTAP15-1,T_cell_CD4,-0.1289,5
KRTAP16-1,T_cell_CD4,-0.05111,5
KRTAP17-1,T_cell_CD4,0.00307,5
KRTAP19-1,T_cell_CD4,0.13434,5
KRTAP19-2,T_cell_CD4,0.09371,5
KRTAP19-3,T_cell_CD4,-0.21862,5
KRTAP19-4,T_cell_CD4,0.06055,5
KRTAP19-5,T_cell_CD4,0.13305,5
KRTAP19-6,T_cell_CD4,0.01832,5
KRTAP19-7,T_cell_CD4,-0.06172,5
KRTAP19-8,T_cell_CD4,-0.13269,5
KRTAP20-1,T_cell_CD4,0.11102,5
KRTAP20-2,T_cell_CD4,0.0776,5
KRTAP20-3,T_cell_CD4,0.06182,5
KRTAP21-1,T_cell_CD4,-0.56622,5
KRTAP21-2,T_cell_CD4,0.04216,5
KRTAP21-3,T_cell_CD4,0.10026,5
KRTAP22-1,T_cell_CD4,0.0692,5
KRTAP22-2,T_cell_CD4,0.18442,5
KRTAP23-1,T_cell_CD4,-0.08561,5
KRTAP24-1,T_cell_CD4,0.08476,5
KRTAP25-1,T_cell_CD4,0.11349,5
KRTAP26-1,T_cell_CD4,0.02052,5
KRTAP27-1,T_cell_CD4,0.07438,5
KRTAP29-1,T_cell_CD4,-0.02309,5
KRTAP3-1,T_cell_CD4,0.05902,5
KRTAP3-2,T_cell_CD4,0.08605,5
KRTAP3-3,T_cell_CD4,0.11371,5
KRTAP4-11,T_cell_CD4,0.02409,5
KRTAP4-12,T_cell_CD4,0.14575,5
KRTAP4-2,T_cell_CD4,-0.70868,5
KRTAP4-3,T_cell_CD4,-0.34737,5
KRTAP4-4,T_cell_CD4,-0.08723,5
KRTAP4-5,T_cell_CD4,0.09987,5
KRTAP4-6,T_cell_CD4,0.07066,5
KRTAP4-8,T_cell_CD4,-0.05551,5
KRTAP4-9,T_cell_CD4,0.11749,5
KRTAP5-1,T_cell_CD4,-0.34026,5
KRTAP5-10,T_cell_CD4,-0.05132,5
KRTAP5-11,T_cell_CD4,0.02855,5
KRTAP5-2,T_cell_CD4,0.02918,5
KRTAP5-3,T_cell_CD4,0.05547,5
KRTAP5-5,T_cell_CD4,0.10996,5
KRTAP5-6,T_cell_CD4,0.15712,5
KRTAP5-7,T_cell_CD4,-0.31915,5
KRTAP5-8,T_cell_CD4,0.01708,5
KRTAP5-9,T_cell_CD4,-0.05306,5
KRTAP6-1,T_cell_CD4,0.08523,5
KRTAP6-2,T_cell_CD4,-0.08054,5
KRTAP8-1,T_cell_CD4,-0.1461,5
KRTAP9-1,T_cell_CD4,0.12941,5
KRTAP9-6,T_cell_CD4,0.07673,5
KRTAP9-8,T_cell_CD4,0.09637,5
KRTAP9-9,T_cell_CD4,-0.21525,5
KRTCAP2,T_cell_CD4,-0.29497,5
KRTCAP3,T_cell_CD4,-0.08903,5
KRTDAP,T_cell_CD4,-0.12706,5
KSR1,T_cell_CD4,-0.03544,5
KSR2,T_cell_CD4,-0.00546,5
KTI12,T_cell_CD4,-0.99395,5
KTN1,T_cell_CD4,0.17327,5
KXD1,T_cell_CD4,-0.21557,5
KY,T_cell_CD4,-0.08388,5
KYAT1,T_cell_CD4,-0.01899,5
KYAT3,T_cell_CD4,0.14177,5
KYNU,T_cell_CD4,0.01069,5
L1CAM,T_cell_CD4,0.05284,5
L1TD1,T_cell_CD4,0.01816,5
L2HGDH,T_cell_CD4,-0.08227,5
L3HYPDH,T_cell_CD4,-0.06348,5
L3MBTL1,T_cell_CD4,-0.17314,5
L3MBTL2,T_cell_CD4,-0.0509,5
L3MBTL3,T_cell_CD4,-0.15336,5
L3MBTL4,T_cell_CD4,0.12064,5
LACC1,T_cell_CD4,0.08268,5
LACRT,T_cell_CD4,0.00617,5
LACTB,T_cell_CD4,-0.21124,5
LACTB2,T_cell_CD4,0.02023,5
LAD1,T_cell_CD4,-0.04415,5
LAG3,T_cell_CD4,-0.11978,5
LAGE3,T_cell_CD4,-0.10124,5
LAIR1,T_cell_CD4,0.00122,5
LAIR2,T_cell_CD4,-0.08427,5
LALBA,T_cell_CD4,0.03067,5
LAMA1,T_cell_CD4,0.03876,5
LAMA2,T_cell_CD4,0.03353,5
LAMA3,T_cell_CD4,-0.08771,5
LAMA4,T_cell_CD4,0.03272,5
LAMA5,T_cell_CD4,-0.06562,5
LAMB1,T_cell_CD4,-0.05839,5
LAMB2,T_cell_CD4,-0.14456,5
LAMB3,T_cell_CD4,-0.11399,5
LAMB4,T_cell_CD4,-0.05102,5
LAMC1,T_cell_CD4,0.08721,5
LAMC2,T_cell_CD4,-0.16673,5
LAMC3,T_cell_CD4,-0.12703,5
LAMP1,T_cell_CD4,0.19705,5
LAMP2,T_cell_CD4,0.21009,5
LAMP3,T_cell_CD4,0.01293,5
LAMP5,T_cell_CD4,0.12211,5
LAMTOR1,T_cell_CD4,-0.05795,5
LAMTOR2,T_cell_CD4,-0.15006,5
LAMTOR3,T_cell_CD4,-0.15887,5
LAMTOR4,T_cell_CD4,-0.24388,5
LAMTOR5,T_cell_CD4,-0.01305,5
LANCL1,T_cell_CD4,0.19115,5
LANCL2,T_cell_CD4,0.07178,5
LANCL3,T_cell_CD4,-0.10439,5
LAP3,T_cell_CD4,-0.14849,5
LAPTM4A,T_cell_CD4,-0.03345,5
LAPTM4B,T_cell_CD4,-0.08436,5
LAPTM5,T_cell_CD4,-0.10268,5
LARGE1,T_cell_CD4,0.03225,5
LARGE2,T_cell_CD4,-0.1115,5
LARP1,T_cell_CD4,-0.31393,5
LARP1B,T_cell_CD4,-0.02662,5
LARP4,T_cell_CD4,-0.14571,5
LARP4B,T_cell_CD4,-0.01338,5
LARP6,T_cell_CD4,0.03402,5
LARP7,T_cell_CD4,-0.20781,5
LARS1,T_cell_CD4,-0.68668,5
LARS2,T_cell_CD4,-0.75787,5
LAS1L,T_cell_CD4,-1.32809,5
LASP1,T_cell_CD4,-0.01093,5
LAT,T_cell_CD4,-0.09011,5
LAT2,T_cell_CD4,-0.09166,5
LATS1,T_cell_CD4,-0.02223,5
LATS2,T_cell_CD4,-0.14946,5
LAX1,T_cell_CD4,-0.00397,5
LAYN,T_cell_CD4,-0.06206,5
LBH,T_cell_CD4,-0.08922,5
LBHD1,T_cell_CD4,0.03015,5
LBP,T_cell_CD4,-0.02913,5
LBR,T_cell_CD4,0.00836,5
LBX1,T_cell_CD4,-0.04542,5
LBX2,T_cell_CD4,-0.01227,5
LCA5,T_cell_CD4,0.08067,5
LCA5L,T_cell_CD4,-0.07274,5
LCAT,T_cell_CD4,-0.06641,5
LCE1B,T_cell_CD4,-0.62669,5
LCE1D,T_cell_CD4,0.12183,5
LCE2A,T_cell_CD4,-0.0596,5
LCE2B,T_cell_CD4,0.08118,5
LCE2D,T_cell_CD4,0.06482,5
LCE3A,T_cell_CD4,-0.08209,5
LCE3B,T_cell_CD4,0.18434,5
LCE3C,T_cell_CD4,-0.06152,5
LCE3D,T_cell_CD4,-0.09662,5
LCE3E,T_cell_CD4,0.09732,5
LCE4A,T_cell_CD4,0.03886,5
LCE5A,T_cell_CD4,0.0253,5
LCE6A,T_cell_CD4,-0.0222,5
LCK,T_cell_CD4,-0.01182,5
LCLAT1,T_cell_CD4,0.07023,5
LCMT1,T_cell_CD4,-0.57759,5
LCMT2,T_cell_CD4,-0.22637,5
LCN1,T_cell_CD4,-0.39619,5
LCN10,T_cell_CD4,-0.76879,5
LCN12,T_cell_CD4,0.12517,5
LCN15,T_cell_CD4,-0.08323,5
LCN2,T_cell_CD4,0.02515,5
LCN6,T_cell_CD4,-0.20889,5
LCN8,T_cell_CD4,-0.21469,5
LCN9,T_cell_CD4,0.02338,5
LCNL1,T_cell_CD4,0.09597,5
LCOR,T_cell_CD4,0.01706,5
LCORL,T_cell_CD4,0.16537,5
LCP1,T_cell_CD4,-0.12043,5
LCP2,T_cell_CD4,0.01808,5
LCT,T_cell_CD4,0.03096,5
LCTL,T_cell_CD4,-0.01732,5
LDAF1,T_cell_CD4,0.02048,5
LDAH,T_cell_CD4,0.16092,5
LDB1,T_cell_CD4,-0.72924,5
LDB2,T_cell_CD4,0.10019,5
LDB3,T_cell_CD4,-0.15569,5
LDHA,T_cell_CD4,-0.05159,5
LDHAL6A,T_cell_CD4,0.14658,5
LDHAL6B,T_cell_CD4,0.13792,5
LDHB,T_cell_CD4,0.05394,5
LDHC,T_cell_CD4,0.09589,5
LDHD,T_cell_CD4,-0.06618,5
LDLR,T_cell_CD4,-0.36399,5
LDLRAD1,T_cell_CD4,-0.24735,5
LDLRAD2,T_cell_CD4,-0.07527,5
LDLRAD3,T_cell_CD4,-0.01478,5
LDLRAD4,T_cell_CD4,-0.08605,5
LDLRAP1,T_cell_CD4,-0.17519,5
LDOC1,T_cell_CD4,-0.0091,5
LEAP2,T_cell_CD4,0.00973,5
LECT2,T_cell_CD4,0.03578,5
LEF1,T_cell_CD4,-0.33032,5
LEFTY1,T_cell_CD4,-0.24882,5
LEFTY2,T_cell_CD4,0.01917,5
LEKR1,T_cell_CD4,0.14975,5
LELP1,T_cell_CD4,0.00844,5
LEMD1,T_cell_CD4,0.0546,5
LEMD2,T_cell_CD4,0.02175,5
LEMD3,T_cell_CD4,-0.11916,5
LENEP,T_cell_CD4,-0.01471,5
LENG1,T_cell_CD4,-0.16009,5
LENG8,T_cell_CD4,-0.471,5
LENG9,T_cell_CD4,-0.05829,5
LEO1,T_cell_CD4,-0.17329,5
LEP,T_cell_CD4,0.09809,5
LEPR,T_cell_CD4,-0.03345,5
LEPROT,T_cell_CD4,-0.02048,5
LEPROTL1,T_cell_CD4,0.183,5
LETM1,T_cell_CD4,-1.03874,5
LETM2,T_cell_CD4,-0.03697,5
LETMD1,T_cell_CD4,-0.16743,5
LEXM,T_cell_CD4,-0.19829,5
LFNG,T_cell_CD4,-0.10914,5
LGALS1,T_cell_CD4,-0.06321,5
LGALS12,T_cell_CD4,0.05619,5
LGALS13,T_cell_CD4,0.18377,5
LGALS14,T_cell_CD4,-0.2529,5
LGALS16,T_cell_CD4,-0.05822,5
LGALS2,T_cell_CD4,-0.07492,5
LGALS3,T_cell_CD4,-0.05968,5
LGALS3BP,T_cell_CD4,-0.26369,5
LGALS4,T_cell_CD4,-0.19556,5
LGALS7,T_cell_CD4,0.11833,5
LGALS7B,T_cell_CD4,-0.11519,5
LGALS8,T_cell_CD4,0.06512,5
LGALS9,T_cell_CD4,-0.01349,5
LGALS9B,T_cell_CD4,-0.46558,5
LGALS9C,T_cell_CD4,0.10947,5
LGALSL,T_cell_CD4,-0.06975,5
LGI1,T_cell_CD4,-0.07753,5
LGI2,T_cell_CD4,0.00795,5
LGI3,T_cell_CD4,0.00586,5
LGI4,T_cell_CD4,-0.06022,5
LGMN,T_cell_CD4,0.07607,5
LGR4,T_cell_CD4,0.01787,5
LGR5,T_cell_CD4,-0.02568,5
LGR6,T_cell_CD4,-0.01243,5
LGSN,T_cell_CD4,0.03389,5
LHB,T_cell_CD4,0.05064,5
LHCGR,T_cell_CD4,0.04868,5
LHFPL1,T_cell_CD4,0.01336,5
LHFPL2,T_cell_CD4,-0.07314,5
LHFPL4,T_cell_CD4,0.09899,5
LHFPL5,T_cell_CD4,-0.15556,5
LHFPL6,T_cell_CD4,-0.02458,5
LHPP,T_cell_CD4,-0.00378,5
LHX1,T_cell_CD4,0.00696,5
LHX2,T_cell_CD4,0.12561,5
LHX3,T_cell_CD4,-0.11234,5
LHX4,T_cell_CD4,-0.31988,5
LHX5,T_cell_CD4,-0.03702,5
LHX6,T_cell_CD4,-0.10175,5
LHX8,T_cell_CD4,0.08325,5
LHX9,T_cell_CD4,-0.02593,5
LIAS,T_cell_CD4,-0.55047,5
LIF,T_cell_CD4,-0.06182,5
LIFR,T_cell_CD4,0.02518,5
LIG1,T_cell_CD4,-0.24767,5
LIG3,T_cell_CD4,-0.30066,5
LIG4,T_cell_CD4,-0.10699,5
LILRA1,T_cell_CD4,0.09061,5
LILRA2,T_cell_CD4,0.12727,5
LILRA4,T_cell_CD4,-0.0724,5
LILRA5,T_cell_CD4,-0.01025,5
LILRB1,T_cell_CD4,0.13239,5
LILRB2,T_cell_CD4,-0.13381,5
LILRB3,T_cell_CD4,0.14528,5
LILRB4,T_cell_CD4,0.09272,5
LILRB5,T_cell_CD4,0.00755,5
LIM2,T_cell_CD4,0.09318,5
LIMA1,T_cell_CD4,-0.07375,5
LIMCH1,T_cell_CD4,0.01915,5
LIMD1,T_cell_CD4,-0.2527,5
LIMD2,T_cell_CD4,-0.16555,5
LIME1,T_cell_CD4,0.02521,5
LIMK1,T_cell_CD4,-0.03482,5
LIMK2,T_cell_CD4,0.01273,5
LIMS1,T_cell_CD4,-0.25656,5
LIMS2,T_cell_CD4,0.03944,5
LIN28A,T_cell_CD4,-0.00327,5
LIN28B,T_cell_CD4,0.05956,5
LIN37,T_cell_CD4,-0.11547,5
LIN52,T_cell_CD4,-0.28583,5
LIN54,T_cell_CD4,-0.26674,5
LIN7A,T_cell_CD4,0.05301,5
LIN7B,T_cell_CD4,-0.00581,5
LIN7C,T_cell_CD4,-0.12441,5
LIN9,T_cell_CD4,-0.07835,5
LINC02693,T_cell_CD4,-0.09757,5
LINC02694,T_cell_CD4,-0.06127,5
LINC02898,T_cell_CD4,0.06743,5
LINC02914,T_cell_CD4,0.02607,5
LINGO1,T_cell_CD4,-0.10783,5
LINGO2,T_cell_CD4,0.12531,5
LINGO3,T_cell_CD4,-0.07193,5
LINGO4,T_cell_CD4,-0.05018,5
LINS1,T_cell_CD4,-0.04906,5
LIPA,T_cell_CD4,-0.01797,5
LIPC,T_cell_CD4,-0.06437,5
LIPE,T_cell_CD4,-0.12195,5
LIPF,T_cell_CD4,0.06839,5
LIPG,T_cell_CD4,0.0639,5
LIPH,T_cell_CD4,-0.04337,5
LIPI,T_cell_CD4,-0.00584,5
LIPJ,T_cell_CD4,0.0374,5
LIPK,T_cell_CD4,-0.02009,5
LIPM,T_cell_CD4,-0.26024,5
LIPN,T_cell_CD4,-0.02369,5
LIPT1,T_cell_CD4,-0.60757,5
LIPT2,T_cell_CD4,-0.14769,5
LITAF,T_cell_CD4,-0.02644,5
LIX1,T_cell_CD4,0.05035,5
LIX1L,T_cell_CD4,-0.11884,5
LKAAEAR1,T_cell_CD4,-0.02251,5
LLCFC1,T_cell_CD4,-0.00345,5
LLGL1,T_cell_CD4,-0.21515,5
LLGL2,T_cell_CD4,-0.09722,5
LLPH,T_cell_CD4,-0.76614,5
LMAN1,T_cell_CD4,0.15869,5
LMAN1L,T_cell_CD4,0.1715,5
LMAN2,T_cell_CD4,-0.07933,5
LMAN2L,T_cell_CD4,-0.10361,5
LMBR1,T_cell_CD4,0.13691,5
LMBR1L,T_cell_CD4,-0.04075,5
LMBRD1,T_cell_CD4,0.07546,5
LMBRD2,T_cell_CD4,-0.03412,5
LMCD1,T_cell_CD4,0.03522,5
LMF1,T_cell_CD4,-0.01372,5
LMF2,T_cell_CD4,0.02261,5
LMLN,T_cell_CD4,-0.1221,5
LMNA,T_cell_CD4,-0.05242,5
LMNB1,T_cell_CD4,-0.03466,5
LMNB2,T_cell_CD4,-0.07554,5
LMNTD1,T_cell_CD4,0.07005,5
LMNTD2,T_cell_CD4,-0.16156,5
LMO1,T_cell_CD4,0.09297,5
LMO2,T_cell_CD4,-0.18642,5
LMO3,T_cell_CD4,-0.14816,5
LMO4,T_cell_CD4,-0.03627,5
LMO7,T_cell_CD4,0.1855,5
LMOD1,T_cell_CD4,0.00438,5
LMOD2,T_cell_CD4,0.01176,5
LMOD3,T_cell_CD4,-0.05424,5
LMTK2,T_cell_CD4,-0.08025,5
LMTK3,T_cell_CD4,-0.0666,5
LMX1A,T_cell_CD4,0.01205,5
LMX1B,T_cell_CD4,0.12743,5
LNP1,T_cell_CD4,-0.0525,5
LNPEP,T_cell_CD4,0.09531,5
LNPK,T_cell_CD4,0.11271,5
LNX1,T_cell_CD4,0.01976,5
LNX2,T_cell_CD4,0.1141,5
LONP1,T_cell_CD4,-1.57535,5
LONP2,T_cell_CD4,0.19346,5
LONRF1,T_cell_CD4,0.07855,5
LONRF2,T_cell_CD4,0.00755,5
LONRF3,T_cell_CD4,0.00265,5
LORICRIN,T_cell_CD4,0.02422,5
LOX,T_cell_CD4,0.15405,5
LOXHD1,T_cell_CD4,0.12344,5
LOXL1,T_cell_CD4,-0.12623,5
LOXL2,T_cell_CD4,-0.05731,5
LOXL3,T_cell_CD4,-0.20035,5
LOXL4,T_cell_CD4,-0.07054,5
LPA,T_cell_CD4,-0.26344,5
LPAR1,T_cell_CD4,0.02763,5
LPAR2,T_cell_CD4,-0.31715,5
LPAR3,T_cell_CD4,-0.01074,5
LPAR4,T_cell_CD4,0.14789,5
LPAR5,T_cell_CD4,0.01118,5
LPAR6,T_cell_CD4,0.07403,5
LPCAT1,T_cell_CD4,0.07296,5
LPCAT2,T_cell_CD4,0.09505,5
LPCAT3,T_cell_CD4,-0.14534,5
LPCAT4,T_cell_CD4,-0.00137,5
LPGAT1,T_cell_CD4,-0.0576,5
LPIN1,T_cell_CD4,0.19579,5
LPIN2,T_cell_CD4,0.10599,5
LPIN3,T_cell_CD4,0.05353,5
LPL,T_cell_CD4,0.12833,5
LPO,T_cell_CD4,-0.15155,5
LPP,T_cell_CD4,0.01151,5
LPXN,T_cell_CD4,0.01095,5
LRAT,T_cell_CD4,-0.03476,5
LRATD1,T_cell_CD4,-0.08137,5
LRATD2,T_cell_CD4,-0.1161,5
LRBA,T_cell_CD4,0.08142,5
LRCH1,T_cell_CD4,-0.00034,5
LRCH2,T_cell_CD4,-0.00535,5
LRCH3,T_cell_CD4,-0.11207,5
LRCH4,T_cell_CD4,-0.27489,5
LRFN1,T_cell_CD4,-0.0635,5
LRFN2,T_cell_CD4,0.16059,5
LRFN3,T_cell_CD4,-0.05504,5
LRFN4,T_cell_CD4,-0.14445,5
LRFN5,T_cell_CD4,0.0642,5
LRG1,T_cell_CD4,0.00148,5
LRGUK,T_cell_CD4,-0.06525,5
LRIF1,T_cell_CD4,0.04313,5
LRIG1,T_cell_CD4,0.05003,5
LRIG2,T_cell_CD4,0.04448,5
LRIG3,T_cell_CD4,0.04641,5
LRIT1,T_cell_CD4,-0.08438,5
LRIT2,T_cell_CD4,-0.00477,5
LRIT3,T_cell_CD4,0.05203,5
LRMDA,T_cell_CD4,0.03764,5
LRP1,T_cell_CD4,-0.07604,5
LRP10,T_cell_CD4,-0.08649,5
LRP11,T_cell_CD4,0.0534,5
LRP12,T_cell_CD4,-0.03117,5
LRP1B,T_cell_CD4,-0.11835,5
LRP2,T_cell_CD4,-0.13575,5
LRP2BP,T_cell_CD4,-0.02476,5
LRP3,T_cell_CD4,-0.04472,5
LRP4,T_cell_CD4,-0.209,5
LRP5,T_cell_CD4,-0.18193,5
LRP5L,T_cell_CD4,-0.13543,5
LRP6,T_cell_CD4,-0.04357,5
LRP8,T_cell_CD4,-0.34238,5
LRPAP1,T_cell_CD4,-0.07153,5
LRPPRC,T_cell_CD4,-0.86934,5
LRR1,T_cell_CD4,-1.6525,5
LRRC1,T_cell_CD4,-0.22984,5
LRRC10,T_cell_CD4,-0.07211,5
LRRC10B,T_cell_CD4,-0.10144,5
LRRC14,T_cell_CD4,-0.0714,5
LRRC14B,T_cell_CD4,-0.10397,5
LRRC15,T_cell_CD4,-0.14209,5
LRRC17,T_cell_CD4,-0.0152,5
LRRC18,T_cell_CD4,-0.02009,5
LRRC19,T_cell_CD4,0.11396,5
LRRC2,T_cell_CD4,-0.02709,5
LRRC20,T_cell_CD4,0.14012,5
LRRC23,T_cell_CD4,0.03993,5
LRRC24,T_cell_CD4,0.00606,5
LRRC25,T_cell_CD4,-0.08466,5
LRRC26,T_cell_CD4,0.08805,5
LRRC27,T_cell_CD4,0.07532,5
LRRC28,T_cell_CD4,-0.08163,5
LRRC29,T_cell_CD4,-0.05489,5
LRRC3,T_cell_CD4,0.09894,5
LRRC30,T_cell_CD4,0.09634,5
LRRC31,T_cell_CD4,-0.01797,5
LRRC32,T_cell_CD4,-0.1849,5
LRRC34,T_cell_CD4,0.0682,5
LRRC36,T_cell_CD4,0.05709,5
LRRC37A2,T_cell_CD4,-0.12653,5
LRRC37A3,T_cell_CD4,-1.40645,5
LRRC37B,T_cell_CD4,-1.02137,5
LRRC38,T_cell_CD4,-0.07894,5
LRRC39,T_cell_CD4,-0.04126,5
LRRC3B,T_cell_CD4,-0.05131,5
LRRC3C,T_cell_CD4,-0.25656,5
LRRC4,T_cell_CD4,0.01758,5
LRRC40,T_cell_CD4,0.05275,5
LRRC41,T_cell_CD4,-0.10462,5
LRRC42,T_cell_CD4,0.02248,5
LRRC43,T_cell_CD4,-0.04559,5
LRRC45,T_cell_CD4,-0.20673,5
LRRC46,T_cell_CD4,-0.19013,5
LRRC47,T_cell_CD4,-0.09422,5
LRRC49,T_cell_CD4,-0.07102,5
LRRC4B,T_cell_CD4,-0.07115,5
LRRC4C,T_cell_CD4,0.16785,5
LRRC52,T_cell_CD4,0.29822,5
LRRC55,T_cell_CD4,-0.07717,5
LRRC56,T_cell_CD4,-0.14969,5
LRRC57,T_cell_CD4,-0.29496,5
LRRC58,T_cell_CD4,0.03495,5
LRRC59,T_cell_CD4,-0.06262,5
LRRC61,T_cell_CD4,-0.09036,5
LRRC63,T_cell_CD4,0.06996,5
LRRC66,T_cell_CD4,0.02297,5
LRRC7,T_cell_CD4,0.15851,5
LRRC70,T_cell_CD4,0.19277,5
LRRC71,T_cell_CD4,-0.25464,5
LRRC72,T_cell_CD4,0.08489,5
LRRC73,T_cell_CD4,-0.26032,5
LRRC74A,T_cell_CD4,-0.08667,5
LRRC75A,T_cell_CD4,-0.11739,5
LRRC75B,T_cell_CD4,-0.03233,5
LRRC8A,T_cell_CD4,-0.06564,5
LRRC8B,T_cell_CD4,-0.14607,5
LRRC8C,T_cell_CD4,-0.07131,5
LRRC8D,T_cell_CD4,0.00852,5
LRRC8E,T_cell_CD4,-0.15203,5
LRRCC1,T_cell_CD4,0.09743,5
LRRD1,T_cell_CD4,0.07289,5
LRRFIP1,T_cell_CD4,-0.0039,5
LRRFIP2,T_cell_CD4,0.05426,5
