gene_name,cell_type,mean_effect,n_cell_lines
RHOF,B_cell,-0.22881,18
RHOG,B_cell,-0.05251,18
RHOH,B_cell,-0.23884,18
RHOJ,B_cell,-0.02682,18
RHOQ,B_cell,-0.57353,18
RHOT1,B_cell,-0.04079,18
RHOT2,B_cell,-0.0822,18
RHOU,B_cell,-0.0074,18
RHOV,B_cell,0.00905,18
RHOXF1,B_cell,-0.00919,18
RHOXF2,B_cell,-0.01398,18
RHOXF2B,B_cell,-0.01217,18
RHPN1,B_cell,-0.2505,18
RHPN2,B_cell,-0.15178,18
RIBC1,B_cell,0.00947,18
RIC1,B_cell,-0.62289,18
RIC3,B_cell,-0.0682,18
RIC8A,B_cell,-0.00692,18
RIC8B,B_cell,0.09383,18
RICTOR,B_cell,-0.62835,18
RIDA,B_cell,-0.04183,18
RIF1,B_cell,-0.27059,18
RIIAD1,B_cell,-0.04695,18
RILP,B_cell,-0.12181,18
RILPL1,B_cell,-0.03846,18
RILPL2,B_cell,-0.15628,18
RIMBP2,B_cell,0.00559,18
RIMBP3,B_cell,0.02554,18
RIMKLA,B_cell,-0.14521,18
RIMKLB,B_cell,-0.20627,18
RIMS1,B_cell,-0.0011,18
RIMS2,B_cell,-0.08057,18
RIMS3,B_cell,0.04714,18
RIMS4,B_cell,0.11487,18
RIN1,B_cell,0.01334,18
RIN2,B_cell,-0.02802,18
RIN3,B_cell,-0.13783,18
RING1,B_cell,-0.10836,18
RINL,B_cell,0.06807,18
RINT1,B_cell,-0.50877,18
RIOK1,B_cell,-0.90783,18
RIOK2,B_cell,-1.40309,18
RIOK3,B_cell,-0.02479,18
RIOX2,B_cell,-0.06928,18
RIPK1,B_cell,-0.06908,18
RIPK2,B_cell,0.04283,18
RIPK3,B_cell,-0.34515,18
RIPK4,B_cell,-0.09483,18
RIPOR1,B_cell,0.07025,18
RIPOR2,B_cell,-0.09271,18
RIPOR3,B_cell,-0.12233,18
RIPPLY1,B_cell,0.14777,18
RIPPLY2,B_cell,0.02593,18
RIPPLY3,B_cell,0.05459,18
RIT1,B_cell,-0.11849,18
RIT2,B_cell,0.06769,18
RITA1,B_cell,-0.37532,18
RLBP1,B_cell,-0.05171,18
RLF,B_cell,-0.10866,18
RLIM,B_cell,0.04568,18
RLN1,B_cell,-0.01452,18
RLN2,B_cell,-0.10242,18
RLN3,B_cell,-0.06672,18
RMC1,B_cell,0.00452,18
RMDN1,B_cell,-0.08724,18
RMDN2,B_cell,0.01521,18
RMDN3,B_cell,-0.08568,18
RMI1,B_cell,-0.86329,18
RMI2,B_cell,-0.14402,18
RMND1,B_cell,-0.17423,18
RMND5A,B_cell,-0.27664,18
RMND5B,B_cell,-0.00831,18
RNASE1,B_cell,-0.02692,18
RNASE10,B_cell,-0.04257,18
RNASE11,B_cell,-0.07381,18
RNASE12,B_cell,0.04185,18
RNASE13,B_cell,-0.15655,18
RNASE2,B_cell,0.07161,18
RNASE3,B_cell,-0.06823,18
RNASE4,B_cell,0.09604,18
RNASE6,B_cell,0.09088,18
RNASE7,B_cell,0.09913,18
RNASE8,B_cell,0.06137,18
RNASE9,B_cell,-0.08253,18
RNASEH1,B_cell,-0.38967,18
RNASEH2A,B_cell,-0.69325,18
RNASEH2B,B_cell,-0.32549,18
RNASEH2C,B_cell,-0.68404,18
RNASEK,B_cell,0.0278,18
RNASEL,B_cell,-0.01111,18
RNASET2,B_cell,-0.14164,18
RND1,B_cell,-0.15582,18
RND2,B_cell,-0.01559,18
RND3,B_cell,0.10959,18
RNF10,B_cell,0.0558,18
RNF103,B_cell,-0.2328,18
RNF11,B_cell,-0.12588,18
RNF111,B_cell,0.04388,18
RNF112,B_cell,0.15611,18
RNF113A,B_cell,-0.85213,18
RNF113B,B_cell,-0.07615,18
RNF114,B_cell,-0.03365,18
RNF115,B_cell,-0.17689,18
RNF121,B_cell,-0.00651,18
RNF122,B_cell,0.06601,18
RNF123,B_cell,-0.15885,18
RNF125,B_cell,0.05394,18
RNF126,B_cell,-0.12922,18
RNF128,B_cell,-0.00068,18
RNF13,B_cell,0.06528,18
RNF130,B_cell,0.004,18
RNF133,B_cell,0.02844,18
RNF135,B_cell,-0.01015,18
RNF138,B_cell,-0.15743,18
RNF139,B_cell,-0.14421,18
RNF14,B_cell,-0.1823,18
RNF141,B_cell,0.02444,18
RNF144A,B_cell,0.11136,18
RNF144B,B_cell,0.0291,18
RNF145,B_cell,-0.33285,18
RNF146,B_cell,-0.01863,18
RNF148,B_cell,0.05976,18
RNF149,B_cell,0.05236,18
RNF150,B_cell,0.00271,18
RNF151,B_cell,-0.0527,18
RNF152,B_cell,-0.077,18
RNF157,B_cell,0.02772,18
RNF165,B_cell,0.02776,18
RNF166,B_cell,-0.04492,18
RNF167,B_cell,0.01692,18
RNF168,B_cell,-0.54462,18
RNF169,B_cell,-0.04927,18
RNF17,B_cell,-0.09358,18
RNF170,B_cell,-0.0556,18
RNF175,B_cell,-0.00739,18
RNF180,B_cell,-0.03675,18
RNF181,B_cell,-0.11913,18
RNF182,B_cell,0.03559,18
RNF183,B_cell,-0.02895,18
RNF185,B_cell,-0.01289,18
RNF186,B_cell,-0.03885,18
RNF19A,B_cell,-0.08431,18
RNF19B,B_cell,-0.02348,18
RNF2,B_cell,-0.02993,18
RNF20,B_cell,-0.4932,18
RNF207,B_cell,-0.05176,18
RNF208,B_cell,0.01479,18
RNF212,B_cell,-0.00168,18
RNF212B,B_cell,-0.02097,18
RNF213,B_cell,0.09818,18
RNF214,B_cell,-0.00771,18
RNF215,B_cell,-0.02597,18
RNF216,B_cell,-0.05087,18
RNF217,B_cell,0.00618,18
RNF220,B_cell,-0.02007,18
RNF222,B_cell,-0.11024,18
RNF223,B_cell,-0.08623,18
RNF224,B_cell,-0.2361,18
RNF24,B_cell,-0.03041,18
RNF25,B_cell,-0.12049,18
RNF26,B_cell,-0.19073,18
RNF31,B_cell,-0.36549,18
RNF32,B_cell,-0.00941,18
RNF34,B_cell,-0.05331,18
RNF38,B_cell,0.01414,18
RNF39,B_cell,-0.11453,18
RNF4,B_cell,-0.65598,18
RNF40,B_cell,-0.58089,18
RNF41,B_cell,-0.18325,18
RNF43,B_cell,0.09768,18
RNF44,B_cell,-0.0371,18
RNF5,B_cell,-0.21225,18
RNF6,B_cell,-0.16512,18
RNF7,B_cell,-0.02393,18
RNF8,B_cell,-0.48196,18
RNFT1,B_cell,-0.0476,18
RNFT2,B_cell,-0.11087,18
RNGTT,B_cell,-1.88765,18
RNH1,B_cell,-0.08138,18
RNLS,B_cell,0.03962,18
RNMT,B_cell,-1.35404,18
RNPC3,B_cell,-2.10089,18
RNPEP,B_cell,-0.10015,18
RNPS1,B_cell,-1.21412,18
RO60,B_cell,-0.00981,18
ROBO1,B_cell,0.04266,18
ROBO2,B_cell,-0.01116,18
ROBO3,B_cell,0.0033,18
ROBO4,B_cell,0.05351,18
ROCK1,B_cell,-0.18318,18
ROCK2,B_cell,-0.077,18
ROGDI,B_cell,-0.02183,18
ROM1,B_cell,0.04897,18
ROMO1,B_cell,-1.18146,18
ROPN1,B_cell,-0.02767,18
ROPN1B,B_cell,0.17857,18
ROPN1L,B_cell,-0.20136,18
ROR1,B_cell,0.16429,18
ROR2,B_cell,-0.11221,18
RORA,B_cell,0.00797,18
RORB,B_cell,0.03529,18
RORC,B_cell,0.04998,18
ROS1,B_cell,0.09901,18
RP1,B_cell,0.00914,18
RP1L1,B_cell,-0.12832,18
RP2,B_cell,-0.01723,18
RP9,B_cell,-0.11144,18
RPA1,B_cell,-1.55718,18
RPA2,B_cell,-1.40643,18
RPA3,B_cell,-1.4907,18
RPA4,B_cell,-0.02433,18
RPAIN,B_cell,-1.19769,18
RPAP1,B_cell,-1.80899,18
RPAP2,B_cell,-1.23245,18
RPAP3,B_cell,-0.86667,18
RPE,B_cell,-1.17295,18
RPE65,B_cell,-0.09162,18
RPEL1,B_cell,0.05117,18
RPF1,B_cell,-0.8354,18
RPF2,B_cell,-0.85745,18
RPGR,B_cell,0.19152,18
RPGRIP1,B_cell,-0.03061,18
RPGRIP1L,B_cell,0.10446,18
RPH3A,B_cell,-0.11517,18
RPH3AL,B_cell,0.02573,18
RPIA,B_cell,-0.77943,18
RPL10,B_cell,-1.36263,18
RPL10A,B_cell,-1.94438,18
RPL10L,B_cell,-0.01215,18
RPL11,B_cell,-1.9918,18
RPL12,B_cell,-2.26047,18
RPL13,B_cell,-1.81581,18
RPL13A,B_cell,-1.55082,18
RPL14,B_cell,-1.5421,18
RPL15,B_cell,-2.1439,18
RPL17,B_cell,-2.03459,18
RPL18,B_cell,-1.73483,18
RPL18A,B_cell,-1.44088,18
RPL19,B_cell,-1.50905,18
RPL21,B_cell,-1.9558,18
RPL22,B_cell,-0.28356,18
RPL22L1,B_cell,-0.23976,18
RPL23,B_cell,-2.1348,18
RPL23A,B_cell,-1.95394,18
RPL24,B_cell,-1.56109,18
RPL26,B_cell,-1.91966,18
RPL26L1,B_cell,-0.54574,18
RPL27,B_cell,-1.89228,18
RPL27A,B_cell,-1.81799,18
RPL28,B_cell,-1.05296,18
RPL29,B_cell,-2.00594,18
RPL3,B_cell,-1.34687,18
RPL30,B_cell,-0.82782,18
RPL31,B_cell,-1.95305,18
RPL32,B_cell,-1.89562,18
RPL34,B_cell,-1.81991,18
RPL35,B_cell,-1.37563,18
RPL35A,B_cell,-0.93139,18
RPL36,B_cell,-1.49009,18
RPL36A,B_cell,-1.01905,18
RPL36AL,B_cell,-1.00084,18
RPL37,B_cell,-2.30716,18
RPL37A,B_cell,-1.30829,18
RPL38,B_cell,-1.224,18
RPL39,B_cell,-1.21755,18
RPL39L,B_cell,-0.00181,18
RPL3L,B_cell,0.05136,18
RPL4,B_cell,-2.2713,18
RPL41,B_cell,-1.97004,18
RPL5,B_cell,-1.83468,18
RPL6,B_cell,-2.15991,18
RPL7,B_cell,-1.68379,18
RPL7A,B_cell,-2.21921,18
RPL7L1,B_cell,-1.87678,18
RPL8,B_cell,-2.38492,18
RPL9,B_cell,-2.44671,18
RPLP0,B_cell,-1.84603,18
RPLP1,B_cell,-1.33004,18
RPLP2,B_cell,-1.88038,18
RPN1,B_cell,-1.18502,18
RPN2,B_cell,-0.72979,18
RPP14,B_cell,-0.97451,18
RPP21,B_cell,-1.92286,18
RPP25,B_cell,0.17938,18
RPP25L,B_cell,-0.57543,18
RPP30,B_cell,-1.49358,18
RPP38,B_cell,-0.43947,18
RPP40,B_cell,-1.54078,18
RPRD1A,B_cell,-0.02411,18
RPRD1B,B_cell,-0.51968,18
RPRD2,B_cell,-0.16743,18
RPRM,B_cell,0.12167,18
RPRML,B_cell,-0.0164,18
RPS10,B_cell,-2.03206,18
RPS11,B_cell,-1.96241,18
RPS12,B_cell,-2.01275,18
RPS13,B_cell,-2.08395,18
RPS14,B_cell,-1.36783,18
RPS15,B_cell,-1.39729,18
RPS15A,B_cell,-1.70004,18
RPS16,B_cell,-1.8159,18
RPS17,B_cell,-1.62747,18
RPS18,B_cell,-1.59166,18
RPS19,B_cell,-2.20033,18
RPS19BP1,B_cell,-0.75102,18
RPS2,B_cell,-1.98626,18
RPS20,B_cell,-2.26684,18
RPS21,B_cell,-1.01079,18
RPS23,B_cell,-1.24648,18
RPS24,B_cell,-1.75958,18
RPS25,B_cell,-1.71533,18
RPS26,B_cell,-2.01577,18
RPS27,B_cell,-2.10994,18
RPS27A,B_cell,-1.86894,18
RPS27L,B_cell,-0.16277,18
RPS28,B_cell,-2.23108,18
RPS29,B_cell,-2.24605,18
RPS3,B_cell,-1.67144,18
RPS3A,B_cell,-2.23823,18
RPS4X,B_cell,-2.06886,18
RPS5,B_cell,-1.27034,18
RPS6,B_cell,-1.96227,18
RPS6KA1,B_cell,-0.20104,18
RPS6KA2,B_cell,-0.07583,18
RPS6KA3,B_cell,-0.10634,18
RPS6KA4,B_cell,-0.00839,18
RPS6KA5,B_cell,-0.00466,18
RPS6KA6,B_cell,0.00351,18
RPS6KB1,B_cell,-0.16894,18
RPS6KB2,B_cell,-0.01156,18
RPS6KC1,B_cell,-0.07998,18
RPS6KL1,B_cell,-0.08365,18
RPS7,B_cell,-1.85932,18
RPS8,B_cell,-2.12557,18
RPS9,B_cell,-1.90722,18
RPSA,B_cell,-2.32571,18
RPTN,B_cell,0.13117,18
RPTOR,B_cell,-0.93228,18
RPUSD1,B_cell,-0.00321,18
RPUSD2,B_cell,-0.1905,18
RPUSD3,B_cell,-0.35526,18
RPUSD4,B_cell,-0.53302,18
RRAD,B_cell,-0.16375,18
RRAGA,B_cell,-0.3457,18
RRAGB,B_cell,-0.03428,18
RRAGC,B_cell,-0.10512,18
RRAGD,B_cell,-0.10253,18
RRAS,B_cell,-0.13698,18
RRAS2,B_cell,-0.11959,18
RRBP1,B_cell,-0.05321,18
RREB1,B_cell,-0.15834,18
RRH,B_cell,0.08066,18
RRM1,B_cell,-2.17161,18
RRM2,B_cell,-2.08063,18
RRM2B,B_cell,0.01128,18
RRN3,B_cell,-2.17503,18
RRP1,B_cell,-1.0266,18
RRP12,B_cell,-1.33662,18
RRP15,B_cell,-1.09267,18
RRP1B,B_cell,-0.00332,18
RRP36,B_cell,-0.1879,18
RRP7A,B_cell,-0.89658,18
RRP8,B_cell,0.02759,18
RRP9,B_cell,-0.40469,18
RRS1,B_cell,-1.30239,18
RS1,B_cell,0.04686,18
RSAD1,B_cell,-0.13617,18
RSAD2,B_cell,0.00871,18
RSBN1,B_cell,0.05629,18
RSBN1L,B_cell,0.00887,18
RSC1A1,B_cell,0.00042,18
RSF1,B_cell,0.04139,18
RSL1D1,B_cell,-1.34459,18
RSL24D1,B_cell,-1.77898,18
RSPH1,B_cell,-0.09535,18
RSPH14,B_cell,-0.09901,18
RSPH3,B_cell,0.00124,18
RSPH4A,B_cell,0.183,18
RSPH6A,B_cell,-0.1155,18
RSPH9,B_cell,-0.14399,18
RSPO1,B_cell,-0.02908,18
RSPO2,B_cell,0.16446,18
RSPO3,B_cell,0.09652,18
RSPO4,B_cell,-0.09169,18
RSPRY1,B_cell,-0.07619,18
RSRC1,B_cell,-0.03481,18
RSRC2,B_cell,-0.57085,18
RSRP1,B_cell,0.01871,18
RSU1,B_cell,-0.05397,18
RTBDN,B_cell,-0.05823,18
RTCA,B_cell,0.07441,18
RTCB,B_cell,-1.08848,18
RTEL1,B_cell,-0.82228,18
RTF1,B_cell,-0.63985,18
RTF2,B_cell,-1.07979,18
RTKN,B_cell,-0.17722,18
RTKN2,B_cell,0.01922,18
RTL1,B_cell,-0.11723,18
RTL10,B_cell,-0.10192,18
RTL3,B_cell,-0.00862,18
RTL4,B_cell,0.13624,18
RTL5,B_cell,-0.11173,18
RTL6,B_cell,0.01561,18
RTL8A,B_cell,0.03466,18
RTL8B,B_cell,-0.14369,18
RTL8C,B_cell,0.06214,18
RTL9,B_cell,0.04946,18
RTN1,B_cell,0.01802,18
RTN2,B_cell,-0.16531,18
RTN3,B_cell,-0.28018,18
RTN4,B_cell,0.00699,18
RTN4IP1,B_cell,-0.16234,18
RTN4R,B_cell,-0.01941,18
RTN4RL1,B_cell,-0.1399,18
RTN4RL2,B_cell,-0.11889,18
RTP1,B_cell,-0.09591,18
RTP2,B_cell,0.05766,18
RTP3,B_cell,-0.0305,18
RTP4,B_cell,0.07791,18
RTP5,B_cell,0.1085,18
RTRAF,B_cell,-0.56567,18
RTTN,B_cell,-0.83122,18
RUBCN,B_cell,0.11791,18
RUBCNL,B_cell,0.03512,18
RUFY1,B_cell,0.03401,18
RUFY2,B_cell,0.05311,18
RUFY3,B_cell,0.00376,18
RUNDC1,B_cell,-0.05183,18
RUNDC3A,B_cell,-0.05806,18
RUNDC3B,B_cell,0.02236,18
RUNX1,B_cell,-0.49567,18
RUNX1T1,B_cell,-0.09554,18
RUNX2,B_cell,-0.17097,18
RUNX3,B_cell,-0.14936,18
RUSC1,B_cell,-0.12299,18
RUSC2,B_cell,-0.01286,18
RUSF1,B_cell,-0.0056,18
RUVBL1,B_cell,-1.99283,18
RUVBL2,B_cell,-1.53097,18
RWDD1,B_cell,0.06227,18
RWDD2A,B_cell,-0.01237,18
RWDD2B,B_cell,0.01324,18
RWDD3,B_cell,-0.02197,18
RWDD4,B_cell,-0.08905,18
RXFP1,B_cell,0.07308,18
RXFP2,B_cell,0.04073,18
RXFP3,B_cell,-0.05255,18
RXFP4,B_cell,0.02046,18
RXRA,B_cell,-0.10243,18
RXRB,B_cell,0.01125,18
RXRG,B_cell,-0.131,18
RXYLT1,B_cell,0.0513,18
RYR1,B_cell,-0.11446,18
RYR2,B_cell,-0.07709,18
RYR3,B_cell,0.00635,18
S100A1,B_cell,0.05866,18
S100A10,B_cell,0.07465,18
S100A11,B_cell,-0.34217,18
S100A12,B_cell,-0.07054,18
S100A13,B_cell,0.00668,18
S100A14,B_cell,0.06003,18
S100A16,B_cell,-0.01941,18
S100A2,B_cell,-0.13363,18
S100A3,B_cell,-0.02657,18
S100A4,B_cell,-0.05543,18
S100A5,B_cell,-0.09329,18
S100A6,B_cell,-0.04264,18
S100A7A,B_cell,-0.05271,18
S100A8,B_cell,-0.00759,18
S100A9,B_cell,-0.03206,18
S100B,B_cell,0.02917,18
S100G,B_cell,0.0749,18
S100P,B_cell,-0.08958,18
S100PBP,B_cell,-0.00416,18
S100Z,B_cell,0.02584,18
S1PR1,B_cell,-0.11031,18
S1PR2,B_cell,0.0856,18
S1PR3,B_cell,0.01439,18
S1PR4,B_cell,-0.02961,18
S1PR5,B_cell,0.03608,18
SAA4,B_cell,0.02043,18
SAAL1,B_cell,-0.09192,18
SAC3D1,B_cell,0.00869,18
SACM1L,B_cell,-1.19173,18
SACS,B_cell,-0.01378,18
SAE1,B_cell,-1.06721,18
SAFB,B_cell,-0.21922,18
SAFB2,B_cell,-0.11068,18
SAG,B_cell,-0.02356,18
SAGE1,B_cell,0.02465,18
SALL1,B_cell,0.02378,18
SALL2,B_cell,0.04537,18
SALL3,B_cell,-0.0151,18
SALL4,B_cell,-0.19088,18
SAMD10,B_cell,-0.04498,18
SAMD11,B_cell,-0.09293,18
SAMD12,B_cell,-0.08621,18
SAMD13,B_cell,0.00777,18
SAMD14,B_cell,-0.08156,18
SAMD15,B_cell,-0.14269,18
SAMD3,B_cell,0.05529,18
SAMD4A,B_cell,-0.10159,18
SAMD4B,B_cell,-0.23322,18
SAMD5,B_cell,-0.03495,18
SAMD7,B_cell,0.20576,18
SAMD8,B_cell,-0.10074,18
SAMD9,B_cell,0.17924,18
SAMD9L,B_cell,-0.12591,18
SAMHD1,B_cell,-0.18751,18
SAMM50,B_cell,-0.5725,18
SAMSN1,B_cell,0.03993,18
SANBR,B_cell,0.02972,18
SAP130,B_cell,-0.36046,18
SAP18,B_cell,-1.75789,18
SAP25,B_cell,-0.0541,18
SAP30,B_cell,-0.05089,18
SAP30BP,B_cell,-1.59942,18
SAP30L,B_cell,0.03688,18
SAPCD1,B_cell,-0.05572,18
SAPCD2,B_cell,-0.07946,18
SAR1A,B_cell,-0.02219,18
SAR1B,B_cell,0.0704,18
SARAF,B_cell,-0.01202,18
SARDH,B_cell,-0.12233,18
SARNP,B_cell,-0.58224,18
SARS1,B_cell,-1.8244,18
SARS2,B_cell,-0.96724,18
SART1,B_cell,-0.92731,18
SART3,B_cell,-1.14092,18
SASH1,B_cell,0.13885,18
SASH3,B_cell,-0.0402,18
SASS6,B_cell,-0.89559,18
SAT1,B_cell,0.07874,18
SAT2,B_cell,0.06251,18
SATB1,B_cell,-0.09328,18
SATB2,B_cell,-0.01,18
SATL1,B_cell,0.06949,18
SAV1,B_cell,-0.00089,18
SAXO1,B_cell,-0.16144,18
SAXO2,B_cell,-0.04089,18
SAYSD1,B_cell,-0.09178,18
SBDS,B_cell,-1.7218,18
SBF1,B_cell,-0.01586,18
SBF2,B_cell,-0.04883,18
SBK1,B_cell,-0.12662,18
SBK2,B_cell,-0.10249,18
SBNO1,B_cell,-1.256,18
SBNO2,B_cell,-0.17098,18
SBSN,B_cell,-0.10618,18
SBSPON,B_cell,-0.00062,18
SC5D,B_cell,-0.05724,18
SCAF1,B_cell,-0.26151,18
SCAF11,B_cell,-0.13169,18
SCAF4,B_cell,-0.3085,18
SCAF8,B_cell,-0.36943,18
SCAI,B_cell,0.0017,18
SCAMP2,B_cell,-0.03543,18
SCAMP3,B_cell,-0.01887,18
SCAMP4,B_cell,-0.09282,18
SCAMP5,B_cell,-0.08044,18
SCAND1,B_cell,-0.14377,18
SCAP,B_cell,-0.84738,18
SCAPER,B_cell,-0.07596,18
SCARA3,B_cell,-0.05083,18
SCARA5,B_cell,0.01561,18
SCARB1,B_cell,-0.1439,18
SCARB2,B_cell,0.01558,18
SCARF1,B_cell,-0.03637,18
SCARF2,B_cell,-0.14935,18
SCCPDH,B_cell,0.09233,18
SCD,B_cell,-0.54427,18
SCD5,B_cell,-0.06142,18
SCEL,B_cell,0.07071,18
SCFD1,B_cell,-0.99419,18
SCFD2,B_cell,-0.0328,18
SCG2,B_cell,0.0438,18
SCG3,B_cell,0.11055,18
SCG5,B_cell,-0.02775,18
SCGB1A1,B_cell,-0.07339,18
SCGB1D1,B_cell,-0.18639,18
SCGB1D2,B_cell,-0.04181,18
SCGB1D4,B_cell,0.05091,18
SCGB2A1,B_cell,-0.11298,18
SCGB2A2,B_cell,-0.02675,18
SCGB2B2,B_cell,0.08897,18
SCGB3A1,B_cell,0.14955,18
SCGB3A2,B_cell,-0.01116,18
SCGN,B_cell,0.04048,18
SCHIP1,B_cell,0.03358,18
SCIMP,B_cell,0.02904,18
SCIN,B_cell,0.00341,18
SCLT1,B_cell,0.16474,18
SCLY,B_cell,-0.15036,18
SCMH1,B_cell,-0.06777,18
SCML1,B_cell,-0.00819,18
SCML2,B_cell,-0.13627,18
SCML4,B_cell,0.01334,18
SCN10A,B_cell,-0.01688,18
SCN11A,B_cell,0.01864,18
SCN1A,B_cell,0.03134,18
SCN1B,B_cell,-0.06393,18
SCN2A,B_cell,-0.02037,18
SCN2B,B_cell,0.09226,18
SCN3A,B_cell,0.0411,18
SCN3B,B_cell,-0.10181,18
SCN4A,B_cell,0.02296,18
SCN4B,B_cell,-0.0177,18
SCN5A,B_cell,-0.11374,18
SCN7A,B_cell,0.07576,18
SCN8A,B_cell,-0.10205,18
SCN9A,B_cell,0.08097,18
SCNM1,B_cell,-0.13506,18
SCNN1A,B_cell,-0.02193,18
SCNN1B,B_cell,0.04219,18
SCNN1D,B_cell,-0.07654,18
SCNN1G,B_cell,0.07777,18
SCO1,B_cell,-0.44666,18
SCO2,B_cell,-0.30049,18
SCOC,B_cell,0.04566,18
SCP2,B_cell,0.03359,18
SCP2D1,B_cell,0.03722,18
SCPEP1,B_cell,-0.21411,18
SCRG1,B_cell,0.05656,18
SCRIB,B_cell,-0.13762,18
SCRN1,B_cell,0.06344,18
SCRN2,B_cell,-0.25296,18
SCRN3,B_cell,0.01933,18
SCRT1,B_cell,-0.2448,18
SCRT2,B_cell,0.09856,18
SCT,B_cell,-0.02717,18
SCTR,B_cell,-0.07431,18
SCUBE1,B_cell,0.06366,18
SCUBE2,B_cell,0.06296,18
SCUBE3,B_cell,-0.01787,18
SCX,B_cell,0.04482,18
SCYL1,B_cell,-0.20055,18
SCYL2,B_cell,0.07667,18
SCYL3,B_cell,0.13514,18
SDAD1,B_cell,-0.54608,18
SDC1,B_cell,-0.59974,18
SDC2,B_cell,0.00115,18
SDC3,B_cell,-0.09717,18
SDC4,B_cell,-0.10741,18
SDCBP,B_cell,-0.02091,18
SDCBP2,B_cell,-0.05652,18
SDCCAG8,B_cell,0.08453,18
SDE2,B_cell,-1.59989,18
SDF2,B_cell,-0.11684,18
SDF2L1,B_cell,-0.27508,18
SDF4,B_cell,-0.05456,18
SDHA,B_cell,-1.08135,18
SDHAF1,B_cell,-0.34757,18
SDHAF2,B_cell,-0.74998,18
SDHAF3,B_cell,0.04808,18
SDHAF4,B_cell,0.02,18
SDHB,B_cell,-1.16205,18
SDHC,B_cell,-1.21386,18
SDHD,B_cell,-1.28266,18
SDK1,B_cell,0.12618,18
SDK2,B_cell,-0.02416,18
SDR16C5,B_cell,0.06339,18
SDR39U1,B_cell,0.01298,18
SDR42E1,B_cell,0.06322,18
SDR9C7,B_cell,-0.01396,18
SDS,B_cell,0.00809,18
SDSL,B_cell,-0.07875,18
SEBOX,B_cell,-0.19132,18
SEC11A,B_cell,-0.01195,18
SEC11C,B_cell,0.18393,18
SEC13,B_cell,-1.10312,18
SEC14L1,B_cell,-0.19006,18
SEC14L2,B_cell,0.0636,18
SEC14L3,B_cell,-0.10802,18
SEC14L4,B_cell,-0.03763,18
SEC14L5,B_cell,0.036,18
SEC14L6,B_cell,-0.02123,18
SEC16A,B_cell,-0.67722,18
SEC16B,B_cell,0.01315,18
SEC22A,B_cell,-0.09247,18
SEC22C,B_cell,0.09445,18
SEC23A,B_cell,-0.01015,18
SEC23B,B_cell,-0.09104,18
SEC23IP,B_cell,-0.12466,18
SEC24A,B_cell,-0.14783,18
SEC24B,B_cell,-0.05624,18
SEC24C,B_cell,0.02913,18
SEC24D,B_cell,0.08658,18
SEC31A,B_cell,0.02369,18
SEC31B,B_cell,0.02498,18
SEC61A1,B_cell,-1.78751,18
SEC61A2,B_cell,-0.06312,18
SEC61B,B_cell,-0.51752,18
SEC61G,B_cell,-1.28381,18
SEC62,B_cell,-0.33488,18
SEC63,B_cell,-0.59059,18
SECISBP2,B_cell,-0.24936,18
SECISBP2L,B_cell,-0.1017,18
SECTM1,B_cell,-0.08395,18
SEH1L,B_cell,-1.18399,18
SEL1L,B_cell,-0.06682,18
SEL1L2,B_cell,0.07259,18
SEL1L3,B_cell,-0.02273,18
SELE,B_cell,0.08957,18
SELENBP1,B_cell,-0.09232,18
SELENOH,B_cell,-0.06742,18
SELENOI,B_cell,-0.2836,18
SELENOK,B_cell,-0.09685,18
SELENOM,B_cell,-0.07173,18
SELENON,B_cell,-0.13835,18
SELENOO,B_cell,-0.11607,18
SELENOP,B_cell,-0.05173,18
SELENOS,B_cell,-0.13035,18
SELENOT,B_cell,-0.03273,18
SELENOV,B_cell,-0.10808,18
SELENOW,B_cell,-0.17091,18
SELL,B_cell,0.00099,18
SELP,B_cell,-0.04068,18
SELPLG,B_cell,-0.01816,18
SEM1,B_cell,-1.09372,18
SEMA3A,B_cell,0.03297,18
SEMA3C,B_cell,0.01867,18
SEMA3D,B_cell,0.0622,18
SEMA3E,B_cell,0.04797,18
SEMA3F,B_cell,-0.21197,18
SEMA3G,B_cell,-0.09857,18
SEMA4A,B_cell,0.00469,18
SEMA4B,B_cell,0.05777,18
SEMA4C,B_cell,-0.08783,18
SEMA4D,B_cell,0.06664,18
SEMA4F,B_cell,0.00053,18
SEMA4G,B_cell,-0.05753,18
SEMA5A,B_cell,0.09822,18
SEMA5B,B_cell,-0.18772,18
SEMA6A,B_cell,0.06238,18
SEMA6B,B_cell,-0.17554,18
SEMA6C,B_cell,-0.07176,18
SEMA6D,B_cell,-0.02584,18
SEMA7A,B_cell,-0.08744,18
SEMG1,B_cell,0.04951,18
SEMG2,B_cell,0.11119,18
SENP1,B_cell,-0.10076,18
SENP2,B_cell,-0.0721,18
SENP5,B_cell,-0.00069,18
SENP6,B_cell,-0.95144,18
SENP7,B_cell,-0.03532,18
SENP8,B_cell,-0.11514,18
SEPHS1,B_cell,-0.47433,18
SEPHS2,B_cell,-1.38019,18
SEPSECS,B_cell,-0.92967,18
SEPTIN1,B_cell,-0.00535,18
SEPTIN10,B_cell,-0.03129,18
SEPTIN11,B_cell,-0.04993,18
SEPTIN12,B_cell,-0.00301,18
SEPTIN14,B_cell,-0.22332,18
SEPTIN2,B_cell,-0.08568,18
SEPTIN3,B_cell,-0.02992,18
